text,YS_Class
"Test temp=473.15, Solidus temperature=2276.49053, W=4.741876251806479e-07, Nb=0.2499970147724793, Hf=4.884007676240143e-07, Mo=9.08542501440441e-07, Re=4.68159913500622e-07, Zr=9.5561094682551e-07, Ta=0.2499926624214085, Ti=0.2499969519411745, C=7.257901341537785e-06, Y=9.805277494474246e-07, Al=0.2499970223617664, Si=3.1039024768371694e-06, V=1.7112698490073974e-06, Cr=0.0",1
"Test temp=1755.372222, Solidus temperature=2869.3432, W=0.0474968002872111, Nb=1.8797012142332737e-06, Hf=9.784090721946212e-07, Mo=0.0455018851735325, Re=9.378607425930172e-07, Zr=0.009571836101027, Ta=0.8872261671026315, Ti=3.648363910335261e-06, C=0.010177784090185, Y=1.964282837361297e-06, Al=6.472434181609059e-06, Si=6.218021231454592e-06, V=3.428172222961985e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=1644.2611109999998, Solidus temperature=3653.54172, W=0.9723009024158666, Nb=1.979401119506847e-06, Hf=1.0303041771602249e-06, Mo=1.9166127418585568e-06, Re=0.0276529442624455, Zr=2.015905820631945e-06, Ta=1.016309185724246e-06, Ti=3.841874205221312e-06, C=1.5310881074126097e-05, Y=2.06846897680331e-06, Al=6.81573399431843e-06, Si=6.547826906458085e-06, V=3.610003485985465e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=2736.84455, W=0.2127797412242602, Nb=0.2127844568211921, Hf=6.930119053655225e-07, Mo=0.2127844414150658, Re=0.105892753874086, Zr=1.3559556146265468e-06, Ta=0.1278704445530962, Ti=2.584153905377235e-06, C=0.1278707207774204, Y=1.391311089075602e-06, Al=4.584456616381004e-06, Si=4.404254686179421e-06, V=2.4281910620749708e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=1873.36474, W=5.47291191227791e-07, Nb=0.1999967415289484, Hf=0.1499930069654969, Mo=1.0486087816083075e-06, Re=5.40334211900289e-07, Zr=0.249995887682093, Ta=0.0999983777370071, Ti=0.2999950548359543, C=8.376822295838575e-06, Y=1.1316917007746636e-06, Al=3.728994576451592e-06, Si=3.5824184221508294e-06, V=1.975089320010544e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=2888.52962, W=0.9438327950273072, Nb=1.9460684610476983e-06, Hf=0.0026336806401764, Mo=1.8843374252018e-06, Re=0.0354405549850763, Zr=1.9819584314227905e-06, Ta=9.991947733685115e-07, Ti=3.7771779294318143e-06, C=0.0180636592405074, Y=2.0336364361637915e-06, Al=6.7009586053676415e-06, Si=6.437563011095143e-06, V=3.549211859645135e-06, Cr=0.0",0
"Test temp=1473.15, Solidus temperature=1913.27731, W=6.957179961413419e-07, Nb=0.1999955755356229, Hf=0.1999955280898802, Mo=0.1999955227650727, Re=6.868742657935755e-07, Zr=0.1999955747820076, Ta=0.1999898519575714, Ti=2.6720036018681828e-06, C=1.06486384489738e-05, Y=1.4386094549529e-06, Al=4.740307675208011e-06, Si=4.553979683844842e-06, V=2.510738718149727e-06, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=3147.39446, W=0.0482159580354213, Nb=1.908162114427848e-06, Hf=9.93223343070408e-07, Mo=0.0461908375468048, Re=0.0238015265946818, Zr=1.9433530047425803e-06, Ta=0.8817500129333533, Ti=3.703604456193978e-06, C=1.4759839689004842e-05, Y=1.994024403395695e-06, Al=6.570434492437111e-06, Si=6.312169429229927e-06, V=3.4800788061725147e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1607.70921, W=5.527634552709725e-07, Nb=1.0937896150621262e-06, Hf=0.2499907482831725, Mo=1.0590936281085525e-06, Re=5.45736914385687e-07, Zr=0.2499958207746584, Ta=5.615983653249522e-07, Ti=0.249995855070629, C=8.460580602532313e-06, Y=0.2499959229526103, Al=3.766280107929188e-06, Si=3.6182383655984623e-06, V=1.994837875151215e-06, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=2894.59701, W=0.8869959530560917, Nb=1.8448330585448008e-06, Hf=0.003841038964059, Mo=1.7863133004036012e-06, Re=0.0363583112684386, Zr=1.8788560156726904e-06, Ta=9.472161882953564e-07, Ti=3.580687345639492e-06, C=0.072776911330114, Y=1.9278457061456083e-06, Al=6.352371566860048e-06, Si=6.102677936078244e-06, V=3.3645801787094128e-06, Cr=0.0",1
"Test temp=1922.038889, Solidus temperature=3067.1394, W=0.0788162397616598, Nb=1.949486342835597e-06, Hf=0.0202946628911753, Mo=1.8876468887159376e-06, Re=9.72679431881155e-07, Zr=1.9854393467979286e-06, Ta=0.900844684546042, Ti=3.783811790425434e-06, C=1.5079487051227565e-05, Y=2.037208113665121e-06, Al=6.712727504991254e-06, Si=6.4488693087997095e-06, V=3.5554453436254183e-06, Cr=0.0",0
"Test temp=699.8166667, Solidus temperature=3650.82516, W=0.9703249374307252, Nb=1.9794514598817563e-06, Hf=1.030330379983916e-06, Mo=1.916661485391654e-06, Re=0.0296289080738096, Zr=2.015957089398943e-06, Ta=1.016335032625578e-06, Ti=3.841971912242864e-06, C=1.531127046235361e-05, Y=2.0685215823630188e-06, Al=6.8159073329111865e-06, Si=6.547993431604535e-06, V=3.610095296042111e-06, Cr=0.0",0
"Test temp=2033.15, Solidus temperature=3693.60864, W=0.999952875850675, Nb=1.9786966481623816e-06, Hf=1.0299374906095606e-06, Mo=1.915930616976556e-06, Re=9.872536623161348e-07, Zr=2.0151883572185004e-06, Ta=1.0159474800086109e-06, Ti=3.840506877366464e-06, C=1.530543191232208e-05, Y=2.067732806096567e-06, Al=6.813308266029616e-06, Si=6.545496526638319e-06, V=3.6087186812108106e-06, Cr=0.0",0
"Test temp=1922.038889, Solidus temperature=3611.12179, W=0.9667191751602404, Nb=1.9792353586567336e-06, Hf=0.0037087844272893, Mo=1.916452239091181e-06, Re=0.0295269211736931, Zr=2.015737002771188e-06, Ta=1.0162240770148774e-06, Ti=3.841552475417277e-06, C=1.5309598896078494e-05, Y=2.068295757149825e-06, Al=6.815163224781164e-06, Si=6.547278572245422e-06, V=3.609701173714924e-06, Cr=0.0",0
"Test temp=1922.038889, Solidus temperature=2894.59701, W=0.8869959530560917, Nb=1.8448330585448008e-06, Hf=0.003841038964059, Mo=1.7863133004036012e-06, Re=0.0363583112684386, Zr=1.8788560156726904e-06, Ta=9.472161882953564e-07, Ti=3.580687345639492e-06, C=0.072776911330114, Y=1.9278457061456083e-06, Al=6.352371566860048e-06, Si=6.102677936078244e-06, V=3.3645801787094128e-06, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=3657.64734, W=0.975264661456859, Nb=1.9793256137451623e-06, Hf=1.030264875423504e-06, Mo=1.9165396312073084e-06, Re=0.0246891869820067, Zr=2.015828922370662e-06, Ta=1.0162704178371212e-06, Ti=3.841727654006754e-06, C=1.53102970289186e-05, Y=2.068390073480444e-06, Al=6.815474002959625e-06, Si=6.547577134618976e-06, V=3.609865779655905e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1915.93468, W=4.916063305130577e-07, Nb=0.2439921390940555, Hf=0.1219994582129069, Mo=0.1219995005566776, Re=4.853571981800929e-07, Zr=0.2439989265666327, Ta=4.99463756091094e-07, Ti=0.2439989590343723, C=0.0240001819268778, Y=1.0165462430371065e-06, Al=3.3495831279869e-06, Si=3.2179205569251228e-06, V=1.7741312643232051e-06, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=2723.91178, W=0.646183391814821, Nb=1.705563790105472e-06, Hf=0.0023081974886785, Mo=1.6514617779862345e-06, Re=0.201085717080213, Zr=1.7370183021768308e-06, Ta=8.757093898960254e-07, Ti=3.310375782852053e-06, C=0.1503970057959106, Y=1.7823096860080547e-06, Al=5.872821324157202e-06, Si=5.641977447358217e-06, V=3.1105828763931025e-06, Cr=0.0",0
"Test temp=1755.372222, Solidus temperature=2869.3432, W=0.0474968002872111, Nb=1.8797012142332737e-06, Hf=9.784090721946212e-07, Mo=0.0455018851735325, Re=9.378607425930172e-07, Zr=0.009571836101027, Ta=0.8872261671026315, Ti=3.648363910335261e-06, C=0.010177784090185, Y=1.964282837361297e-06, Al=6.472434181609059e-06, Si=6.218021231454592e-06, V=3.428172222961985e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=2104.97763, W=4.568640675427168e-07, Nb=0.2499908997382907, Hf=4.705579594209931e-07, Mo=8.753506011157172e-07, Re=4.5105656703052564e-07, Zr=0.2499980846455902, Ta=0.1249990762195669, Ti=0.2499981444149844, C=6.992747496216225e-06, Y=9.44706002777692e-07, Al=0.1249989644398591, Si=2.990507207528905e-06, V=1.6487518070149696e-06, Cr=0.0",1
"Test temp=1644.2611109999998, Solidus temperature=3587.70906, W=0.9486396141753396, Nb=1.9797044458154075e-06, Hf=0.0036066172186517, Mo=1.916906446384738e-06, Re=0.0477086386737809, Zr=2.016214740974038e-06, Ta=1.0164649264230984e-06, Ti=3.8424629396163465e-06, C=1.5313227335826796e-05, Y=2.06878595199996e-06, Al=6.816778447315982e-06, Si=6.548830304983556e-06, V=3.610556688173997e-06, Cr=0.0",0
"Test temp=273.15, Solidus temperature=2489.84962, W=0.048182627867274, Nb=1.9068430622567931e-06, Hf=9.925367591595794e-07, Mo=0.0461589072804568, Re=9.514029340593713e-07, Zr=1.9420096262210965e-06, Ta=0.905615877361218, Ti=3.701044271468722e-06, C=1.4749636678244387e-05, Y=1.992645997337558e-06, Al=6.565892558700721e-06, Si=6.3078060259704585e-06, V=3.477673137665623e-06, Cr=0.0",1
"Test temp=1473.15, Solidus temperature=1563.28145, W=5.075034173804789e-07, Nb=0.2327646821211339, Hf=0.2327609819302545, Mo=0.1158828490030224, Re=5.0105220669055e-07, Zr=1.0227509016402178e-06, Ta=5.156149287365358e-07, Ti=0.2327645994572243, C=7.767831841747337e-06, Y=1.0494183256920354e-06, Al=3.457898685883975e-06, Si=0.0699293092308293, V=0.1158827561872275, Cr=0.0",0
"Test temp=473.15, Solidus temperature=2622.42907, W=0.2499884668310499, Nb=0.2499946412453932, Hf=7.080934369134924e-07, Mo=1.3172235284490804e-06, Re=6.787478320078691e-07, Zr=1.385464324680887e-06, Ta=0.2499945934777853, Ti=0.2499945993130085, C=1.0522654030029913e-05, Y=1.421589215498072e-06, Al=4.684224927076592e-06, Si=4.500101388783865e-06, V=2.481034079379077e-06, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=2971.19493, W=0.9526097050171756, Nb=1.9657835791742983e-06, Hf=0.0021487537454731, Mo=1.90342716211076e-06, Re=0.0377612157108718, Zr=2.0020371415913294e-06, Ta=1.0093173581504651e-06, Ti=3.815443545752344e-06, C=0.0074507184864056, Y=2.054238682882256e-06, Al=6.768844290332267e-06, Si=6.50278030316453e-06, V=3.5851680104537054e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=1922.038889, Solidus temperature=3623.16476, W=0.94957123541777, Nb=1.9799801884513167e-06, Hf=1.0306055901211813e-06, Mo=1.917173442217088e-06, Re=0.050382597758501, Zr=2.016495568937228e-06, Ta=1.01660650448477e-06, Ti=3.842998136100647e-06, C=1.531536023484553e-05, Y=2.069074102331057e-06, Al=6.817727920587836e-06, Si=6.549742457165784e-06, V=3.611059583654381e-06, Cr=0.0",0
"Test temp=2199.816667, Solidus temperature=2723.91178, W=0.646183391814821, Nb=1.705563790105472e-06, Hf=0.0023081974886785, Mo=1.6514617779862345e-06, Re=0.201085717080213, Zr=1.7370183021768308e-06, Ta=8.757093898960254e-07, Ti=3.310375782852053e-06, C=0.1503970057959106, Y=1.7823096860080547e-06, Al=5.872821324157202e-06, Si=5.641977447358217e-06, V=3.1105828763931025e-06, Cr=0.0",0
"Test temp=1073.15, Solidus temperature=1685.69169, W=0.1666582464533518, Nb=0.1666631015121418, Hf=0.1666631484965269, Mo=1.34663699197084e-06, Re=6.939042000547891e-07, Zr=0.1666631602759349, Ta=0.166663125677539, Ti=0.1666630402396944, C=1.075762379315645e-05, Y=1.4533331538880971e-06, Al=4.788823179419161e-06, Si=4.60058818178783e-06, V=2.536435310691717e-06, Cr=0.0",1
"Test temp=1473.15, Solidus temperature=1563.28145, W=5.075034173804789e-07, Nb=0.2327646821211339, Hf=0.2327609819302545, Mo=0.1158828490030224, Re=5.0105220669055e-07, Zr=1.0227509016402178e-06, Ta=5.156149287365358e-07, Ti=0.2327645994572243, C=7.767831841747337e-06, Y=1.0494183256920354e-06, Al=3.457898685883975e-06, Si=0.0699293092308293, V=0.1158827561872275, Cr=0.0",0
"Test temp=1273.15, Solidus temperature=1726.5223, W=0.1428502306426694, Nb=0.1428543250061373, Hf=0.1428542772271553, Mo=0.1428543313457073, Re=6.683865154188885e-07, Zr=0.1428542585414933, Ta=0.1428542934638661, Ti=0.1428543661914472, C=1.036202213609233e-05, Y=1.3998881724499e-06, Al=4.61271863983018e-06, Si=4.431405809994658e-06, V=2.443160250024145e-06, Cr=0.0",1
"Test temp=1473.15, Solidus temperature=1738.7045, W=6.467223676896604e-07, Nb=1.279712330585555e-06, Hf=0.1999960983123249, Mo=0.1999961138698633, Re=6.385014530928869e-07, Zr=0.1999960116477315, Ta=0.1999908336491191, Ti=0.1999961679135286, C=9.89871285289045e-06, Y=1.337296028057402e-06, Al=4.4064736291012594e-06, Si=4.23326770312322e-06, V=2.3339210678143986e-06, Cr=0.0",1
"Test temp=2033.15, Solidus temperature=3693.60864, W=0.999952875850675, Nb=1.9786966481623816e-06, Hf=1.0299374906095606e-06, Mo=1.915930616976556e-06, Re=9.872536623161348e-07, Zr=2.0151883572185004e-06, Ta=1.0159474800086109e-06, Ti=3.840506877366464e-06, C=1.530543191232208e-05, Y=2.067732806096567e-06, Al=6.813308266029616e-06, Si=6.545496526638319e-06, V=3.6087186812108106e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=3076.06631, W=0.2499869952822147, Nb=0.2499937510547088, Hf=7.754361978249741e-07, Mo=0.2499937093440322, Re=7.432996984526879e-07, Zr=1.517227998660217e-06, Ta=0.2499937618719857, Ti=2.891503686251064e-06, C=1.152340412536672e-05, Y=1.5567885234748857e-06, Al=5.1297150599815535e-06, Si=4.928080573597751e-06, V=2.7169911947975552e-06, Cr=0.0",1
"Test temp=1922.038889, Solidus temperature=3611.12179, W=0.9667191751602404, Nb=1.9792353586567336e-06, Hf=0.0037087844272893, Mo=1.916452239091181e-06, Re=0.0295269211736931, Zr=2.015737002771188e-06, Ta=1.0162240770148774e-06, Ti=3.841552475417277e-06, C=1.5309598896078494e-05, Y=2.068295757149825e-06, Al=6.815163224781164e-06, Si=6.547278572245422e-06, V=3.609701173714924e-06, Cr=0.0",1
"Test temp=1755.372222, Solidus temperature=2869.3432, W=0.0474968002872111, Nb=1.8797012142332737e-06, Hf=9.784090721946212e-07, Mo=0.0455018851735325, Re=9.378607425930172e-07, Zr=0.009571836101027, Ta=0.8872261671026315, Ti=3.648363910335261e-06, C=0.010177784090185, Y=1.964282837361297e-06, Al=6.472434181609059e-06, Si=6.218021231454592e-06, V=3.428172222961985e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1707.65511, W=0.2352243107258513, Nb=0.2352300114593971, Hf=7.454798740132436e-07, Mo=0.2352301047955906, Re=7.145848583169476e-07, Zr=1.4586150871768815e-06, Ta=0.2352301060870849, Ti=0.0590576920914305, C=1.10782368422799e-05, Y=1.4966473264990309e-06, Al=4.93154607350692e-06, Si=4.737701045472712e-06, V=2.6120295380509773e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=2995.02721, W=0.94872336493484, Nb=1.964586285734677e-06, Hf=0.0075671871815725, Mo=1.9022678478921776e-06, Re=0.0357777897726282, Zr=2.0008177673118307e-06, Ta=1.0087026164951724e-06, Ti=3.813119685905832e-06, C=0.0079020691035494, Y=2.052987514379025e-06, Al=6.764721612256974e-06, Si=6.4988196758204215e-06, V=3.5829844037818767e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=2104.97763, W=4.568640675427168e-07, Nb=0.2499908997382907, Hf=4.705579594209931e-07, Mo=8.753506011157172e-07, Re=4.5105656703052564e-07, Zr=0.2499980846455902, Ta=0.1249990762195669, Ti=0.2499981444149844, C=6.992747496216225e-06, Y=9.44706002777692e-07, Al=0.1249989644398591, Si=2.990507207528905e-06, V=1.6487518070149696e-06, Cr=0.0",1
"Test temp=1755.372222, Solidus temperature=2869.3432, W=0.0474968002872111, Nb=1.8797012142332737e-06, Hf=9.784090721946212e-07, Mo=0.0455018851735325, Re=9.378607425930172e-07, Zr=0.009571836101027, Ta=0.8872261671026315, Ti=3.648363910335261e-06, C=0.010177784090185, Y=1.964282837361297e-06, Al=6.472434181609059e-06, Si=6.218021231454592e-06, V=3.428172222961985e-06, Cr=0.0",0
"Test temp=1273.15, Solidus temperature=1539.72637, W=4.916684113252574e-07, Nb=0.2222198468386672, Hf=0.222216260701137, Mo=0.1111099021444581, Re=4.854184898421399e-07, Zr=9.908392609185668e-07, Ta=4.995268291512194e-07, Ti=0.2222198385444003, C=7.525461721591487e-06, Y=1.0166746140780987e-06, Al=3.3500061185551844e-06, Si=0.1111098404511938, V=0.1111099517246979, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=3653.54172, W=0.9723009024158666, Nb=1.979401119506847e-06, Hf=1.0303041771602249e-06, Mo=1.9166127418585568e-06, Re=0.0276529442624455, Zr=2.015905820631945e-06, Ta=1.016309185724246e-06, Ti=3.841874205221312e-06, C=1.5310881074126097e-05, Y=2.06846897680331e-06, Al=6.81573399431843e-06, Si=6.547826906458085e-06, V=3.610003485985465e-06, Cr=0.0",0
"Test temp=473.15, Solidus temperature=2210.88112, W=6.802119182071888e-07, Nb=0.249994712470545, Hf=0.2499946675514664, Mo=1.3032846174383492e-06, Re=6.715652958439243e-07, Zr=1.3708032868895205e-06, Ta=0.2499884592531312, Ti=0.2499947750938492, C=1.0411302892615904e-05, Y=1.4065459026960498e-06, Al=4.634656275285468e-06, Si=4.45248113949225e-06, V=2.454779679499222e-06, Cr=0.0",1
"Test temp=602.5944443999999, Solidus temperature=3650.82516, W=0.9703249374307252, Nb=1.9794514598817563e-06, Hf=1.030330379983916e-06, Mo=1.916661485391654e-06, Re=0.0296289080738096, Zr=2.015957089398943e-06, Ta=1.016335032625578e-06, Ti=3.841971912242864e-06, C=1.531127046235361e-05, Y=2.0685215823630188e-06, Al=6.8159073329111865e-06, Si=6.547993431604535e-06, V=3.610095296042111e-06, Cr=0.0",0
"Test temp=1644.2611109999998, Solidus temperature=3664.57714, W=0.9802037574244844, Nb=1.9791997836092058e-06, Hf=1.0301993791916332e-06, Mo=1.916417792516046e-06, Re=0.0197500939483386, Zr=2.0157007716381067e-06, Ta=1.0162058112640758e-06, Ti=3.841483426826721e-06, C=1.5309323719250243e-05, Y=2.068258581318492e-06, Al=6.81504072810356e-06, Si=6.547160890563267e-06, V=3.6096362924514326e-06, Cr=0.0",0
"Test temp=1073.15, Solidus temperature=2873.69136, W=5.679722663123746e-07, Nb=0.249995698818963, Hf=5.84996478451829e-07, Mo=0.2499956788188357, Re=5.607523961981395e-07, Zr=1.144611302276451e-06, Ta=0.2499905220783794, Ti=0.2499957367077658, C=8.6933662008881e-06, Y=1.174456140274987e-06, Al=3.869906065731349e-06, Si=3.7177910821907017e-06, V=2.049724123531246e-06, Cr=0.0",1
